provider_id,first,middle,last,dept
209215,Sharon,J.,Laurin,Stafford Pediatric Associates
3051877,Sharif,,Nankoe,NO PRACTICE GROUP
208963,Vijay,C.,Patel,"Caring Health Center, Inc."
207389,Sharon,M.,Woods,Baystate Geriatric Medicine
3051880,Sarah,,Tsang,NO PRACTICE GROUP
2591268,Vida,,Rastegar,NO PRACTICE GROUP
2245156,Setana,A.,Idriss,Baystate Endocrinology
2721694,Sarah,Allison,Morrissette,Baystate Pediatric Hospital Medicine
208550,Shaukat,,Matin,"Baystate Primary Care, Palmer"
208227,Stephanie,T.,Osiecki,"Elm St. Adult Medicine, PC"
365114,Seth,R.,Gemme,Baystate Emergency Medicine
362518,Victoria,,Murray,Baystate Longmeadow Primary Care
2113412,Shawn,Whitener,Selby,Baystate Cardiology
1208572,Victoria,K.,Pepper,Baystate Pediatric Surgery
207522,Sheila,K.,Cleary,Baystate Brightwood Health Center
207623,Saad,W.,Usmani,Baystate Longmeadow Primary Care
207426,Vicki,Nolan,Marnin,Baystate Medical Practices Pioneer Womens Health
1610592,Shilpa,,Gulati,"New England Retina Consultants, PC"
355547,Sajjad,,Hassan,Baystate Pathology
2598295,Shiming,,Xu,Baystate Endocrinology
2247995,Veronica,Elizabeth,Hull,Baystate Infectious Disease
2304901,Saliha,,Zahid,BMP Hospital Medicine
208478,Shirley,A.,Whitaker,VA Central Western MA Healthcare System
2591812,Venu,Madhav,Ganipisetti,BMP Hospital Medicine
2591271,Sallie,,Schneider,NO PRACTICE GROUP
1095424,Sholeen,T.,Nett,Baystate Pediatric Critical Care Medicine
208375,Venkatrao,,Medarametla,BMP Hospital Medicine
1089876,Siavash,,Saadat,Baystate Cardiac Surgery
2330262,Samantha,Marie,Laramee,Baystate Newborn Medicine
207350,Vijayakumar,,Paramasivam,Baystate Nephrology
1400016,Samantha,S.,Beaudoin,Pediatric Services of Springfield
2590062,Sidak,,Pannu,Baystate Interventional Radiology
2116705,Vaibhav,Dattatraya,Dingare,Baystate Preoperative Clinic
2350581,Sambida,,Timilsina,BMP Hospital Medicine
2073018,Sofia,Edda,Capua,New England Dermatology & Laser Center
365675,Valerie,B.,Veridiano,"Post Acute Care Clinicians, LLC"
207632,Sheila,Elizabeth,Shoemaker,Baystate Cardiology
207341,Valerie,C.,Sharpe,Baystate Behavioral Health - Adult Outpatient
207713,Samuel,H.,Borden,Baystate Mason Square Neighborhood Health Center
462680,Sonia,,Riyaz,Baystate Behavioral Health - Psychiatry Consultation Services
2681854,Vamsee,K.,Neerukonda,Longwood Eye
1962724,Seth,M.,Kelly,Baystate Emergency Medicine
207403,Vivian,Irene,Miller,"Radiology and Imaging, Inc."
209228,Scott,R.,Cooper,"Pioneer Spine and Sports Physicians, P.C."
207556,Sara,A.,Rourke,Baystate Convenient Care
364531,Vanessa,K.,Ross,Baystate Midwifery and Women's Health
208057,Sarah,E.,Shea,Baystate Behavioral Health - Griswold Center
2622351,Sarah,Elizabeth,Slabaugh,Baystate Behavioral Health - Child Outpatient
446349,Vanna,,Albert,Baystate Emergency Medicine
2647237,Sara,,Poindexter,Baystate Wesson Women's Clinic
2585502,Sarah,,Goff,NO PRACTICE GROUP
364602,Sarah,A.,Durgin,Shriners Hospital for Children
207592,Varaha,S.,Gopisetti,BMP Hospital Medicine
208975,Sarah,A.,Hanson,"Springfield Eye Associates, Inc."
1400004,Varun,,Naragum,Baystate Neurology
1221462,Sarah,L.,Bashiruddin,Family Medicine Associates
672483,Sarah,Beth,Irish,Baystate Gynecologic Oncology
208922,Vatsala Tewari,,Chawla,Springfield Anesthesia Services
207646,Sheldon,C.,Williams,Baystate Neurosurgery
209299,Sarah,C.,Rossmassler,Baystate Palliative Care Inpatient Service
3094677,Sarah,,Meunier,Baystate Trauma and Acute Care Surgery
2355278,Vedatrayee,,Pramanik,BMP Hospital Medicine
207272,Sarah,D.,Haessler,Baystate Infectious Disease
1589350,Veeraraghavan,J.,Iyer,Baystate Behavioral Health - Child Partial Hospital Program
208251,Sarah,D.,Mounsey,Springfield Anesthesia Services
209570,Vanessa,L.,Van Stee,Allergy & Immunology Associates of New England
207926,Sarah,D.,Workman,BMP Hospital Medicine
3182847,Vance,H.,Bennett,Baystate Endocrinology
1962390,Sarah,E.,Kleinschmidt,Baystate Emergency Medicine
2594121,Uchit,,Thapa,BMP Hospital Medicine
355090,Sean,C.,Devanney,Baystate Emergency Medicine
1970371,Sarah,E.,Sarcona,Springfield Anesthesia Services
359972,Stephen,L.,Gobeille,Baystate Convenient Care
208914,Udaya,B.,Jagadeesan,JGS Family Medical Care
2594129,Ujjwala,,Bhagavatula,Summit Eldercare
207236,Sarah,Elizabeth,Todd,Baystate Women’s Health OB/GYN
2456580,Stephen,M.,Fleet,Baystate Cardiology
2305474,Umair,,Saeed,BMP Hospital Medicine
209503,Sarah,J.,McPartland,Trinity Health of New England Medical Group
207655,Stephen,M.,Young,Baystate General Surgery
884595,Sarah,James,Dalhaus,New England Dermatology & Laser Center
2304913,Urmee,,Saha,Baystate Infectious Disease
2591231,Stephen,,Metz,NO PRACTICE GROUP
2930877,Tatyana,,Kalinchuk,Baystate Trauma and Acute Care Surgery
208745,Stephen,Peter,Bail,Springfield Anesthesia Services
2552023,Stephen,T.,DiGiacomo,Baystate Emergency Medicine
2622378,Timothy,J.,Fisher,Baystate Women’s Health OB/GYN
207843,Steven,B.,Allen,"Radiology and Imaging, Inc."
208357,Steven,B.,Weinsier,Hampshire Cardiovascular Associates
208658,Scott,D.,Lemme,"Holyoke Pediatric Associates, LLP"
208786,Steven,Michael,Dunn,Springfield Anesthesia Services
209537,Steven,Thomas,Berger,Baystate Eye Care Group
209496,Scott,Mitchell,Halista,Arthritis Treatment Center
207198,Stephen,J.,Ryzewicz,BMP Hospital Medicine
2181717,Sarah,Elizabeth,Thayer,"Baystate Ob/Gyn Group, Inc."
207227,Steven Victor,,Fischel,Baystate Behavioral Health - Psychiatry Consultation Services
208450,Suchismita,S.,Reed,BMP Hospital Medicine
361771,Sophia,L.,Delano,Boston Children's Hospital
207251,Timothy,J.,Lepore,Baystate Medical Practices Pioneer Womens Health
845509,Sophia,M.,Hermann,Baystate Convenient Care
208465,Thomas,Y.,Chin,BMP Hospital Medicine
209414,Sukhjinder,,Singh,BMP Hospital Medicine
2290974,Suman,,Sharma,BMP Hospital Medicine
207968,Sudeep,K.,Aulakh,Baystate High Street Health Center Adult Medicine
209351,Supreeth,l.,Veeranna,Children's Dentistry of Chicopee
208140,Sundeep,M.,Shukla,Baystate Emergency Medicine
209585,Thomas,Richard,Canto,Baystate General Surgery
208568,Susan,A.,Harp,"Pediatric Associates of Hampden County, Inc."
2287372,Suneel,,Veerwani,Springfield Anesthesia Services
209005,Thomas,L.,Wadzinski,Fairview Pediatrics
209671,Susan,B.,Landry,Mass Mutual Insurance Co.
207232,Susan,Agard,Krause,Baystate Midwifery and Women's Health
207916,Thomas,L.,Higgins,Baystate Critical Care Medicine
208556,Suzanne,T.,Jorey,"Chestnut Medical Associates, Inc"
207686,Susan,E.,Williams,Baystate Behavioral Health - Griswold Center
208994,Thomas,Joseph,Moran,"Fitzpatrick, Moran, Costa, Haag-Rickert, LLP"
207255,Thomas,J.,Campfield,Baystate Newborn Medicine
209122,Susan,Elizabeth,Hunt,Baystate Neurology
729568,Thomas,J.,Anderson,"Radiology and Imaging, Inc."
209106,Susan,J.,Batlan,"Hampden Eye Physicians & Surgeons, P.C."
207548,Thomas,W.,Napier,Baystate Radiation Oncology
365243,Susan,M.,Cournoyer,Baystate Home Health
2590580,Samuel,,Headley,NO PRACTICE GROUP
1850970,Sandhya,,Kota,BMP Hospital Medicine
208577,Susan,Wilkie,Kearney,Pediatric Services of Springfield
1985778,Timothy,J.,Menz,Baystate Pediatric Gastroenterology & Nutrition
207972,Suzanne,F.,Dabakis-Choquette,Baystate Convenient Care
2039723,Swetha,Bharathi,Nadella,BMP Hospital Medicine
207652,Timothy,R.,Mulligan,BMP Hospital Medicine
208888,Tina,,Chin,Baystate General Surgery
207689,Sybille,M.,Liautaud,Baystate Wesson Sleep Clinic
209012,Syeda,A.,Awais,"Syeda A. Awais, M.D."
3015153,Taylor,A.,Levesque,Baystate Cardiac Surgery
209205,Sylvia,D.,Smith,Springfield Anesthesia Services
2594127,Tyler,Peter,O'Neil,"Springfield Anesthesia Service, Inc."
2789885,Shelby,C.,Mader,Baystate Emergency Medicine
207850,Thomas,Arthur L.,Lincoln,Baystate Brightwood Health Center
2939307,Stephanie,Theresa,Cloutier,Baystate Endocrinology
208673,Teresa,Hodel,Malinofsky,Dr. Teresa Malinofsky
2809769,Sara,W.,Schlotterbeck,"Valley Medical Group, P.C."
209204,Teresa,A.,Stimpson,Baystate Cardiac Surgery
2970347,Shamila,,Karuthu,"Renal and Transplant Associates of New England, PC"
2591975,Tushaar,,Shrimanker,Baystate Gastroenterology
208954,Tricia,L.,McGovern,Baystate Hematology Oncology
881766,Tracie,Lee,Lacasse,Baystate Cardiology
208807,Tracey,J.,Browning,"Pediatric Associates of Hampden County, Inc."
1647160,Tovy,H.,Kamine,Baystate Trauma and Acute Care Surgery
2009132,Toussaint,,Casimir,Baystate Behavioral Health - Griswold Center
207270,Tonja,M.,Santos,Baystate Midwifery and Women's Health
208835,Toni,J.,Chahla,Springfield Anesthesia Services
207223,Tina,M.,Johnson,Division of Midwifery & Community Health
1288859,Agnieszka,,Nicora,Baystate Convenient Care
1161662,Drew,,Angell,Baystate Emergency Medicine
2297177,Ahmed,A.,Hanfy,BMP Hospital Medicine
2622382,Anna,Lynn,Mortali,Baystate Medical Practices Greenfield Family Medicine
553634,Ahmed,A.,Niloy,BMP Hospital Medicine
208013,Douglas,,Salvador,Baystate Infectious Disease
2116704,Ahmed,N.,Eltanbedawi,BMP Hospital Medicine
2622376,Douglas,G.,McAdoo,Baystate Emergency Medicine
208816,Aimee,P.,Velasco,"Holyoke Pediatric Associates, LLP"
366132,Daniel,P.,Fay,Baystate Emergency Medicine
257196,Aisha,F.,Khan,Springfield Anesthesia Services
582261,Anne,,Bayerle,Baystate Brightwood Health Center
207761,Douglas,C.,Johnson,Baystate Wesson Sleep Clinic
207822,Aiswerya,,Madanam Sampath,BMP Hospital Medicine
2591258,Aixa,,Perez Coulter,NO PRACTICE GROUP
357608,Dorka,M.,Jimenez Almonte,Baystate Emergency Medicine
207604,Anne,E.,Kilroy,Baystate Medical Practices Pioneer Womens Health
2330473,Dorina,,Placinta,Baystate Cardiac Surgery
207695,Amir,S.,Lotfi,Baystate Cardiology
358723,Dorian,Valissa,Blanks,BMP Hospital Medicine
2622365,Alaina,Kaye,Butler,Baystate General Pediatrics
2010853,Amir,H.,Khan,BMP Hospital Medicine
207964,Alan,D.,McClelland,Baystate General Surgery
207210,Donald,A.,Chiulli,Baystate Emergency Medicine
3143380,Ayushman,R.,Sood,BMP Hospital Medicine
2330260,Dimitri,,Steblovsky,Baystate Emergency Medicine
3182855,Adrian,D.,Iusco,BMP Hospital Medicine
209433,Dianne,Marie,Evans,Springfield Anesthesia Services
3013114,Anusha,Ganapati,Bhat,Baystate Cardiology
726349,Albert,D.,Agomaa,Baystate Family Medicine – Northampton
208453,Adam,G.,Wychowski,"Valley Medical Associates, P.C."
208547,Dorothy,M.,Madsen,Northern Berkshire Pediatrics
611096,Amanda,Kim,Duffy,BMP Hospital Medicine
3094690,Augustyna,Patrycja,Gogoj,"Urology Group of Western New England, PC"
209439,Daniel,,Paknia,"Daniel Paknia, D.P.M."
3094687,Alex,E.,Blanchette,Baystate Pediatric Critical Care Medicine
208769,Ananth,,Kashikar,Springfield Anesthesia Services
1625294,Daniel,Rettori,Teixeira,Baystate Trauma and Acute Care Surgery
2696383,Alina,,LeClaire,Baystate Cardiology
209566,David,C.,Harvey,Stafford Pediatric Associates
2721696,Amanda,,Dickerson,"Northampton Area Pediatrics, LLP"
2598284,Anay,D.,Thodge,Baystate Interventional Radiology
208208,Aloysius,L.,Davis,"Aloysius L. Davis, MD"
355934,Andrea,C.,Fallon,Cornerstone Kids Dentistry
209058,Andrew,B.,Chertoff,Baystate Noble Hospital
207622,David,B.,Tashjian,Baystate Pediatric Surgery
2721695,Audra,Rita,Camp,Baystate Plastic Surgery
207918,David,B.,Peterson,"Post Acute Care Clinicians, LLC"
2681851,Andrea,Bastiaanse,Winston,Baystate Mason Square Neighborhood Health Center
1312593,Amanda,M.,Couchon,"Radiology and Imaging, Inc."
207940,Andrew,H.,Balder,Baystate Mason Square Neighborhood Health Center
2622362,David,Andrew,Bull,Baystate Cardiac Surgery
1594558,Amanda,,MacRae,Baystate Emergency Medicine
2056169,Andrew,I.,Kim,"Pioneer Valley Urology, P.C."
845510,Amanda,R.,Schlosky,Baystate Neurosurgery
209292,David,Alan,Steele,"Northampton Area Pediatrics, LLP"
2251146,Amanda,Rosemary,Womeldorf,Baystate Emergency Medicine
2585504,Amber,,Green,NO PRACTICE GROUP
207811,Andrew,K.,Fay,Baystate Medical Practices – Adult Medicine – South Hadley
207840,Amelia,D.,Madenski,BMP Hospital Medicine
208423,Andrew,,Lam,"New England Retina Consultants, PC"
209040,David,A.,Bowers,"Pioneer Spine and Sports Physicians, P.C."
207660,Anthony,H.,Jackson,Baystate Wesson Sleep Clinic
1814541,Andrew,S.,Cheng,BMP Hospital Medicine
209128,Andrew,S.,Jusko,Eyesight and Surgery Associates
462888,Anthony,J.,Rousou,Baystate Cardiac Surgery
208893,Anthony,L.,Sarage,"Western Mass Podiatry Associates, P.C."
208979,Daniel,M.,Morrison,Trinity Health of New England Medical Group
300450,Andrey,S.,Sinelnikov,"Radiology and Imaging, Inc."
207213,Audrey,Susan,Guhn,Baystate Brightwood Health Center
208369,Ann,M.,Pechulis,Springfield Anesthesia Services
929449,Ariea,Alexander,Almassi,Baystate Neurosurgery
208537,Ann Maria,La Bar,Elder,"Post Acute Care Clinicians, LLC"
2528969,Austin,,Buckner,BMP Dept. of Surgery (Orthopedics)
354570,Anna,C.,Clarke,BMP Hospital Medicine
2590582,Daniel,,Kennedy,NO PRACTICE GROUP
362498,Anna,,Filshtinsky,BMP Hospital Medicine
2102969,Autumn,Joy,Versace,Baystate Midwifery and Women's Health
208622,Daniel,J.,Kowal,"Radiology and Imaging, Inc."
1000972,Ashraf,,Khan,Baystate Pathology
366931,Asimah,S.,Qayyum,Psych Care Associates PC
207717,Anna,Louise,Paskausky,Baystate Gastroenterology
207277,Daniel,E.,Bausch,Baystate Mason Square Neighborhood Health Center
2304891,Atchayaa,,Gunasekharan,BMP Hospital Medicine
208141,Anne-Marie,,Stelmokas,Baystate Convenient Care
208028,Anthony,B.,Kitchen,Baystate Emergency Medicine
2246493,Daniel,A.,Hynes,"Radiology and Imaging, Inc."
207766,Audrey,G.,Psaltis,Baystate Midwifery and Women's Health
997317,Anthony,D.,Osterman-Pla,Pioneer Valley Cardiology Associates
209615,Dana,J.,Cerone,Baystate Wing Emergency Medicine
2675774,Avery,E. Klepacki,Allen,Baystate Midwifery and Women's Health
209004,Anthony,E.,Kusiak,Team Rehabilitation and Wellness Center
207673,Daniel,T.,Engelman,Baystate Cardiac Surgery
2013702,Ayman,M.,Battisha,BMP Hospital Medicine
2970349,Aleyah,M.,Campbell,New England Dermatology & Laser Center
2622385,Daniela,Beatriz,Donoso Pena,Holyoke Health Center
209272,Anand,,Kanjolia,"Anand Kanjolia, M.D."
207927,Azad,A.,Jabiev,Baystate General Surgery
3094684,Abhijeet,,Kashyap,Baystate Gastroenterology
1333561,Danielle,Elisabeth,DeSerres,Baystate Wesson Sleep Clinic
3094679,Aiham,C.,Korbage,"Radiology and Imaging, Inc."
1431285,Adam,,Baskin,Baystate Mason Square Neighborhood Health Center
2073024,Danielle,Monique,Hegarty,Baystate Newborn Medicine
2727903,Amanda,Flowers,O'Halloran,Baystate Neurology
2809755,Daryl,F.,De Villier,BMP Dept. of Surgery (Orthopedics)
208641,Ana,,Rosario,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
207783,Anant,,Shenoy,Baystate Neurology
2172165,Darius,Michael Parker,Taylor,Baystate Trauma and Acute Care Surgery
3182850,Alexa,Lynn,Dearden,Baystate Cardiology
209182,Darren,S.,O'Neill,Springfield Medical Associates
209263,Amy,L.,Pelletier,Baystate General Pediatrics
3182853,Amy,Beth,LaMothe,Baystate Family Medicine – Northampton
208272,D.,Neil,Nordstrom,Pediatric Services of Springfield
1399977,Adam,Graves,Vaughan,Baystate Cardiac Surgery
207872,Aaron,,Hexdall,Baystate Emergency Medicine
1597273,Adam,J.,Iwanski,Shriners Hospital for Children
2181716,Dakota,Rae,Whelpley,Baystate Medical Practices Pioneer Womens Health
2297178,Aaron,J.,Berkenwald,"Pioneer Valley Urology, P.C."
232678,Aaron,M.,Fay,Eye & Lasik Center
1598478,Adam,L.,Rosenblum,BMP Hospital Medicine
207984,Darius,K.,Greenbacher,New England Orthopedic Surgeons
209492,Abdallah,K.,Alameddine,Baystate Cardiac Surgery
237768,Adam,M.,Stern,Baystate Cardiology
2001865,Abhinav,,Dodeja,BMP Hospital Medicine
929605,Diana,,Rodriguez,Baystate Maternal Fetal Medicine
208890,Albert,J.,Cennerazzo,"Valley Medical Associates, P.C."
361835,Alexander,K.,Ly,BMP Hospital Medicine
2572624,Alec,J.,Kapino,Baystate Emergency Medicine
2590585,Alexander,,Knee,NO PRACTICE GROUP
360077,Alejandro,,Contreras,Springfield Anesthesia Services
1979854,Alexander,S.,Roseman,Baystate Pediatric Hospital Medicine
209619,Aleksandr,,Kurbanov,"Kidney Care and Transplant Services of New England, PC"
256930,Aleksandra,Maria,Blackmer,Baystate Emergency Medicine
354212,Alexandra,E.,Weill,Baystate Emergency Medicine
208317,Aleli,L.,Villanueva,"Total Women's Health Care, Inc."
1466338,Alexandra,,Richards,Baystate Medical Genetics
207897,Alena,V.,Kreychman,"Radiology and Imaging, Inc."
2417292,Ashley,,Charette,Baystate Medical Practices Wilbraham Adult Medicine
208468,Alfred,Lang,McKee,Springfield Anesthesia Services
365239,Ashley,C.,Notartomaso,Baystate Emergency Medicine
2148935,Ashley,Anne,Proulx,Baystate Hematology Oncology
354334,Algernon,D.,Anatol,BMP Hospital Medicine
1163467,Alina,D.,Bayer,Baystate Neurology
207808,Anthony,Leonard,Fortunato,Baystate Neurology
363547,Alice,Mary,Graham-Brown,Stepping Stones Psychiatry
208534,Alise,Maria,Bartolucci,Pioneer Valley Cardiology Associates
208181,Antonio,,Valentin,Arthritis Treatment Center
901492,Aliza,Brielle,Rosenstein,Baystate Medical Practices Pioneer Womens Health
2350585,Alicja,,Zalewski,Baystate General Surgery
2676568,Alizah,Kyley,Smith,Baystate Behavioral Health - Adult Psychiatric Treatment Unit
209688,Alison,E.,Wondriska,"Holyoke Pediatric Associates, LLP"
208790,Amanda,L.,Orszulak,Baystate Neurology
207376,Aram,V.,Fereshetian,"Radiology and Imaging, Inc."
1288862,Amy,C.,Blake,Baystate Newborn Medicine
207992,Ashequl,M.,Islam,Baystate Cardiology
355335,Alliam,,Regan,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
209303,Amy,C.,Kasper,Pediatric & Adolescent Medicine
961377,Ashley,Kathryn,Provost,Baystate General Surgery
2619367,Allison,B.,Robbins,"Holyoke Pediatric Associates, LLP"
208972,Ashley,L.,Deutsch,Baystate Emergency Medicine
554568,Allison,,Lapointe,Baystate Emergency Medicine
2623598,Amy,J.,Starmer,Baystate General Pediatrics
553636,Ashley,Lauren,Weiss,Springfield Anesthesia Services
208483,Alphonse,F.,Calvanese,"A. F. Calvanese MD, PC"
207863,Amy,L.,Corsetti,Baystate Preoperative Clinic
954186,Ashley,M.,Howen,Baystate Dental PC
2134215,Alyse,,Gonzales,Baystate Interventional Radiology
208903,Amy,Marie,Zajac,Baystate Thoracic Surgery
353614,Ashley,Marie,Kennedy,Baystate Trauma and Acute Care Surgery
2594125,Adam,A.,Goldenberg,"Springfield Anesthesia Service, Inc."
208297,Ashley,Rose,Didonna,Springfield Anesthesia Services
208324,Amado,,Munson,"Pioneer Valley Urology, P.C."
2083169,Arel,,Golombeck,"Radiology and Imaging, Inc."
207617,Abou-Kacem,,Sekkal,Baystate General Surgery
554565,Amanda,A.,Westlake,Baystate Mason Square Neighborhood Health Center
207737,Ariel,S.,Gallant Bernstein,Porter Pediatric Primary Care
323751,Amanda,C.,Cooper,Baystate Behavioral Health - Griswold Center
2015647,Arielle,,Majka,Baystate Medical Genetics
207627,Abigail,,Orenstein,Baystate Critical Care Medicine
209325,Amanda,Gould,Falvey,New England Dermatology & Laser Center
2304898,Amit,,Vasireddy,BMP Hospital Medicine
207307,Amruta,A.,Muley,BMP Hospital Medicine
237398,Armand,A.,Aliotta,Baystate Neurology
207914,Amy,B.,Galli,Division of Midwifery & Community Health
209264,Alexander,G.,Wolf,Springfield Anesthesia Services
207688,Armando Philip,S.,Paez,Baystate Infectious Disease
207983,Amy,M.,Oliveira,"Radiology and Imaging, Inc."
2467051,Amanda,Jean,Wilson,BMP Hospital Medicine
1890148,Alanna,R.,Darling,Baystate Emergency Medicine
207901,Aseesh,,Sreedharala,BMP Hospital Medicine
208384,Ashish,,Malik,Springfield Anesthesia Services
207915,Andrew,W.,Artenstein,Baystate Infectious Disease
1194111,Adam,J.,David,Baystate Pediatric Neurology
208901,Ashish,,Parameswaran,Pioneer Valley Pediatric Dentistry
207892,Angela,M.,Martagon-Villamil,BMP Hospital Medicine
209082,Adam,A.,Sprague,Baystate Interventional Radiology
209147,Ashish,,Verma,Central Mass Nephrology
2528970,Angela,Nicole,Ventulett,Baystate Palliative Care Inpatient Service
207589,Adam,R.,Kellogg,Baystate Emergency Medicine
3143390,Archana,,Agarwal,Baystate Hematology Oncology
2586058,Angelica,,Nieves-Rivera,Baystate General Pediatrics
2782960,Ashley,Michelle,Williams,Baystate Vascular Services
209382,Anissa,H.,Newman,Baystate Behavioral Health - Adult Psychiatric Treatment Unit
673073,Adin,T.,Putnam,Baystate Trauma and Acute Care Surgery
1496528,Adam,,Velis,Baystate Cardiology
362769,Adekunle,G.,Fajana,"Post Acute Care Clinicians, LLC"
257023,Anita,Ting,MacDonald,"Renal and Transplant Associates of New England, PC"
209493,Adnan,M.,Dahdul,"Post Acute Care Clinicians, LLC"
1947949,Anita,Watta,Johnson,Baystate Cardiac Surgery
207378,Adrianne,C.,Seiler,BMP Hospital Medicine
2596535,Adrianne,,Wurzl,Baystate Emergency Medicine
209142,Ann,,Cooper,Baystate Emergency Medicine
2304895,Kate,Elizabeth,Hamilton,Baystate Palliative Care Inpatient Service
207612,Kathaleen,E.,Barker,Baystate Women’s Health OB/GYN
207541,Katherine,Ann,Ring,Baystate Pediatric Hematology/Oncology
208600,Leigh,D.,Ford,BMP Hospital Medicine
2386344,Jolene,C.,Charles,Baystate Behavioral Health - Adult Partial Hospital Program
209427,Leif,G.,Nordstrom,Pediatric Services of Springfield
1399639,Katherine,Anne,Scott,Baystate Home Health
2330265,Leesa,Ruth,Jeffries,Holyoke Health Center
1832170,Katherine,E.,Harer,Baystate Pediatric Hospital Medicine
207214,John,R.,Romanelli,Baystate General Surgery
2304906,Kashif,,Mukhtar,BMP Hospital Medicine
867457,Leeor,M.,Jaffe,Baystate Cardiology
208379,John,R.,Rolocut,Springfield Anesthesia Services
2586037,Katherine,,Eisenberg,Baystate General Pediatrics
866810,LeeJay,Khadene,Henry-Thompson,Baystate Emergency Medicine
207573,Joan,E.,Bach,Baystate Wesson Sleep Clinic
209655,Joan,W.,Lisak,"Joan W. Lisak, M.D."
209184,Leanne,T.G.,Vallee,Baystate Medical Practices Quabbin Pediatrics Medicine
207532,Joanna,,Luty,Baystate Pediatric Hematology/Oncology
2678200,Katherine,Jeanette,Bean,"Baystate Medical Practices Quabbin Adult Medicine, Belchertown"
1487249,Leanne,M.,Borden,Baystate Urology
446296,Katherine,M.,Mullen,"Radiology and Imaging, Inc."
207311,Joanna,M.,Preibisz,"Baystate Primary Care, Palmer"
611094,Leah,Culler,Morrison,Baystate Family Medicine – Northampton
1597327,Katherine,M.,Murphy,Baystate Newborn Medicine
1487236,Joanna,,Perl,Baystate Coumadin Clinic
1970514,Leah,C.,Manchester,Baystate Emergency Medicine
1681028,Joanna,V.,Beachy,Baystate Newborn Medicine
229615,Joanne,L.,Dalpe,Baystate Wesson Women's Clinic
209514,Joanne,,Levin,Cooley Dickinson Physician Hospital Organization
250771,Laxmitejaswi,,Mittapalli,Baystate Medical Practices Northern Edge Adult and Pediatric Medicine
207755,Jocelyn,R.,Jensen,Baystate Emergency Medicine
207193,Lawrence,H.,Goodman,"Radiology and Imaging, Inc."
457138,Joel,Anthony,Fuller,Baystate Emergency Medicine
209337,Lawrence,C.,Peters,Baystate Behavioral Health - Adult Psychiatric Treatment Unit
207720,Joeli,,Hettler,Baystate Emergency Medicine
208648,Laurie,M.,Brown,Pediatric Dental Associates
2041427,Johannah,Eileen,Morrison,Baystate Newborn Medicine
207180,Katherine,S.,Gerstle,Baystate Brightwood Health Center
2563476,Justin,,Ayala,NO PRACTICE GROUP
361281,John,Adam,Thayer,Westfield Eye Center
209212,Laurence,H.,Klein,Paradigm Healthcare
208820,Lauren,,Perica,"Valley Podiatry Associates, P.C."
208378,John,D.,Bedford,"Murray Bedford, PC"
209517,Lauren,M.,Westafer,Baystate Emergency Medicine
207172,Kathleen,A.,Cassidy,Baystate General Pediatrics
209495,Lauren,L.,Wheeler,"Aesthetic Plastic & Reconstructive Surgery, PC"
900757,Katherine,Elizabeth,Oberwager,Baystate Behavioral Health - Child Outpatient
3015154,Leslie,A.,Galvin,Baystate Emergency Medicine
208036,Karin,G.,Johnson,Baystate Wesson Sleep Clinic
209024,Lindsey,M.,Casey,BMP Hospital Medicine
569195,Kaila,Louise,Soja,Baystate Emergency Medicine
1742762,Kim,,Beaudry,Pioneer Valley Hospice and Palliative Care
2198900,John,J.,Pantuosco,"Pioneer Spine and Sports Physicians, P.C."
207584,Kimball,A.,Prentiss,Baystate Emergency Medicine
208644,John,J.,Papale,Papale Eye Center
208570,John,J.,Stenglein,Springfield Anesthesia Services
208926,John,M.,Joelson,Pioneer Valley Cardiology Associates
2290975,Kais,,Zakharia,Baystate Gastroenterology
209030,John,M.,Snyder,"Amherst Pediatrics, LLP"
3051876,Kimberley,,Geissler,NO PRACTICE GROUP
208808,John,M.,Zebrun,"John Zebrun, M.D."
209309,Kimberly,A.,Dewey,Pediatric & Adolescent Medicine
209396,John-Michael,,Cycz,Pioneer Valley Cardiology Associates
356022,Kaitlin,P.,Debbink,Baystate General Surgery
207661,John,N.,Landis,Baystate Mason Square Neighborhood Health Center
785796,Kimberly,A.,Marakovits,Baystate Women’s Health OB/GYN
208031,Karen,A.,Hogan,Baystate Infectious Disease
209051,Kimberly,A.,Thompson,"Baystate Ob/Gyn Group, Inc."
209076,Karen,,Conway,Trinity Health of New England Medical Group
1947937,Karen,,Germaine,Baystate Behavioral Health - Griswold Center
209470,Kimberly Ann,,Browne-Martin,Endocrine Associates of Western Massachusetts. P.C.
207832,Kimberly,L.,Marohn,Baystate Pediatric Critical Care Medicine
208616,Karen,L.,Shore,"Meadows Pediatrics, P.C."
2152805,Kimberly,Louise,Starr,Baystate Trauma and Acute Care Surgery
229848,Karl,R.,Fuller,Pioneer Spine and Sports Physicians
2358840,Karla,M,Rasche,Baystate Behavioral Health - Psychiatry Consultation Services
2639809,Justus,J.,Guerrieri,Baystate Emergency Medicine
2485147,Kinsey,Rea,Hartong-Redden,Baystate Convenient Care
233263,Karla,Marie,Wytas,New England Dermatology & Laser Center
207747,Kirti,K.,Joshi,BMP Hospital Medicine
208634,Joshua,S.,Pagar,"Pioneer Valley Urology, P.C."
358841,Konstantin,,Vatrenko,Baystate Emergency Medicine
